nom_me,cartodb_id,data,id,d1_011,d1_010,d1_009,d1_008,d1_007,d1_006,d1_043,d1_035,d1_024,d1_023,d1_017,d1_016,d1_012,d1_005,d1_004,d1_003,ba_001,d1_002,d1_001,ba_002,ins020,ins015,p1_001,p3_006,p3_005,p3_004,p3_003,p3_002,p13_208,p13_207,p13_206,p13_205,p13_204,p13_203,p13_202,p13_201,p13_039,p13_038,p13_037,p13_036,p13_035,p13_022,p12_001,p11_001,p3_001,cod_mu,cod_rm,cod_mi,cod_me,cod_uf,cod_gr,nom_mu,nom_rm,nom_mi,codap,nom_uf,nom_gr,ba_003,mt008,mt007,mt006,ren105,ren104,ren103,ren102,ren101,ren016,ren004,ren003,ren002,ins037,ins032,ins002,ins001,re050,re047,re046,re104,re103,re102,re038,re101,re036,re032,re031,re030,re029,re028,re027,de024,de023,de020,p3_205,p3_204,p3_203,p3_202,p3_201,t_env,p13_222,p13_221,p13_220,p13_219,p13_218,p13_217,p13_216,p13_215,p13_214,p13_213,p13_212,p13_211,p13_210,p13_209,area
METROPOLITANA DE SAO PAULO,63,1,572716,16,234,42,948,185,3039,4458,4458,4459,0,3742,4464,4417,71,31,4361,4464,4464,4467,15499,-999999,-999999,13448,15,5627,226,966,8668,154,688,2065,4508,3442,816,1141,1323,285,214,238,202,222,204,7956,7546,15502,3503901,20,35059,3515,35,3,ARUJA,RM SAO PAULO,GUARULHOS,3503901003000,SAO PAULO,REGIAO SUDESTE,3.47,86.03,60.16,13.97,-999.99,-999.99,3.47,35.33,32.29,25.67,5.3,1.53,2700.91,-999.99,-999.99,6.79,7.13,6.09,-999.99,-999.99,16.64,-999.99,10.15,28.55,-999.99,-999.99,3.43,31.98,51.54,-999.99,-999.99,8.39,3.02,29.56,11.87,0.1,36.3,1.46,6.23,55.92,5.43,0.99,4.44,13.32,29.08,22.2,5.26,7.36,8.53,1.84,1.38,1.54,1.3,1.43,1.32,3.077557
METROPOLITANA DE SAO PAULO,54,242,550524,73,805,77,1879,1119,7648,11589,11591,11564,8,10958,11593,11532,819,252,10512,11601,11601,11624,39461,-999999,-999999,35221,32,13443,297,3040,22680,481,2088,5584,11855,8382,2079,2727,3025,549,562,567,548,529,525,20572,18929,39501,3539806,20,35062,3515,35,3,POA,RM SAO PAULO,MOGI DAS CRUZES,3539806003010,SAO PAULO,REGIAO SUDESTE,3.4,90.47,59.58,9.53,-999.99,1.46,6.29,44.28,25.55,22.25,4.65,1.37,2373.91,-999.99,-999.99,8.51,8.48,5,-999.99,3.96,18.9,-999.99,8.96,28.66,3.08,2.23,5.31,33.97,41.4,-999.99,-999.99,14.73,2.25,19.43,10.32,0.08,34.03,0.75,7.7,57.42,6.5,1.22,5.29,14.14,30.01,21.22,5.26,6.9,7.66,1.39,1.42,1.44,1.39,1.34,1.33,7.136614
METROPOLITANA DE SAO PAULO,55,206,572837,68,256,66,894,782,3029,5085,5084,5047,1,4460,5094,5026,563,121,4384,5095,5095,5108,17593,-999999,-999999,15135,18,6609,517,1096,9326,152,745,2036,5111,3912,937,1347,1603,303,276,308,295,293,288,9017,8589,17606,3530607,20,35062,3515,35,3,MOGI DAS CRUZES,RM SAO PAULO,MOGI DAS CRUZES,3530607005010,SAO PAULO,REGIAO SUDESTE,3.45,88.42,60.23,11.58,-999.99,-999.99,-999.99,32.32,36.39,26.94,3.77,1.1,1924,-999.99,-999.99,6.93,6.95,3.46,-999.99,-999.99,16.11,3.77,10.16,30.04,-999.99,-999.99,2.92,32.96,47.76,-999.99,-999.99,13.82,2.56,22.96,9.93,0.1,37.54,2.94,6.23,52.97,5.09,0.86,4.23,11.56,29.03,22.22,5.32,7.65,9.1,1.72,1.57,1.75,1.68,1.66,1.64,4.346528
METROPOLITANA DE SAO PAULO,58,163,558853,429,282,61,615,913,3798,6069,6028,6087,3,5243,6095,5939,549,5,5542,6106,6106,6113,21900,498,-999999,18181,15,11047,112,1792,8926,106,577,2463,6201,4806,1338,1986,2162,407,379,373,374,368,352,11079,10842,21921,3523107,20,35062,3515,35,3,ITAQUAQUECETUBA,RM SAO PAULO,MOGI DAS CRUZES,3523107005020,SAO PAULO,REGIAO SUDESTE,3.59,84.77,57.25,15.23,-999.99,-999.99,-999.99,21.6,37.8,39.78,2.82,0.79,1440.46,33.17,-999.99,5.51,5.6,5.04,-999.99,2.08,13.01,-999.99,15.95,30.73,-999.99,-999.99,2.31,33.04,49.37,-999.99,-999.99,9.87,4.23,32.27,18.32,0.07,50.39,0.51,8.17,40.72,3.12,0.48,2.63,11.24,28.29,21.92,6.1,9.06,9.86,1.86,1.73,1.7,1.71,1.68,1.61,8.418095
METROPOLITANA DE SAO PAULO,172,631,60369,39,354,17,1025,59,2656,4149,4149,4068,0,3875,4150,4129,23,16,4030,4150,4150,4150,13983,-999999,-999999,12099,20,6546,122,1338,5957,116,717,1795,4227,3146,711,940,1112,219,206,186,201,212,195,7239,6744,13983,3552809,20,35060,3515,35,3,TABOAO DA SERRA,RM SAO PAULO,ITAPECERICA DA SERRA,3552809005010,SAO PAULO,REGIAO SUDESTE,3.37,92.76,63.48,7.24,-999.99,-999.99,3.5,37.71,32.99,23.04,4.07,1.21,2075.21,-999.99,-999.99,5.72,5.67,-999.99,-999.99,-999.99,10.01,-999.99,6.96,20.03,-999.99,-999.99,-999.99,22.34,61.18,-999.99,-999.99,11.49,3.68,30.01,9.59,0.14,46.81,0.87,9.57,42.6,5.96,0.83,5.13,12.84,30.23,22.5,5.08,6.72,7.95,1.57,1.47,1.33,1.44,1.52,1.39,1.654476
METROPOLITANA DE SAO PAULO,59,162,558924,52,493,27,731,374,4756,6390,6408,6371,7,3597,6426,6209,215,3,6177,6433,6433,6436,23530,629,-999999,19185,8,12934,92,2054,8450,70,557,2134,6807,5031,1533,2255,2530,494,424,447,403,449,404,11864,11674,23538,3523107,20,35062,3515,35,3,ITAQUAQUECETUBA,RM SAO PAULO,MOGI DAS CRUZES,3523107005010,SAO PAULO,REGIAO SUDESTE,3.66,84.7,55.75,15.3,-999.99,-999.99,-999.99,20.89,34.34,44.06,2.7,0.74,1377,33.76,-999.99,5.62,5.61,2.92,-999.99,-999.99,12.73,3.68,15.62,32.03,-999.99,-999.99,2.17,34.19,45.63,-999.99,-999.99,15.18,5.67,32.77,17.83,0.03,54.95,0.39,8.73,35.9,2.66,0.3,2.37,9.07,28.92,21.37,6.51,9.58,10.75,2.1,1.8,1.9,1.71,1.91,1.72,4.174697
METROPOLITANA DE SAO PAULO,84,146,139092,77,207,108,458,1107,2697,4650,4638,4647,2,3132,4652,4070,871,433,3350,4654,4654,4686,15977,-999999,-999999,13767,5,6547,85,1082,8290,93,473,1743,4988,3328,893,1321,1531,286,311,294,263,233,252,8079,7930,16009,3522505,20,35057,3515,35,3,ITAPEVI,RM SAO PAULO,OSASCO,3522505005010,SAO PAULO,REGIAO SUDESTE,3.43,88.15,55.95,11.85,-999.99,3.37,4.8,24.99,33.09,32.92,4.2,1.23,2142.04,-999.99,-999.99,6.88,7.37,4.22,-999.99,-999.99,13.66,3.22,16.81,33.69,-999.99,-999.99,-999.99,35.3,42.22,-999.99,-999.99,15.72,-999.99,23.14,13.75,0.03,40.9,0.53,6.76,51.78,3.54,0.58,2.95,10.89,31.16,20.79,5.58,8.25,9.56,1.79,1.94,1.84,1.64,1.46,1.57,31.579361
METROPOLITANA DE SAO PAULO,243,355,292388,67,372,200,4203,1124,10696,16662,16659,16578,0,16562,16662,16659,12026,314,4243,16662,16662,16774,43083,-999999,-999999,40533,30,3432,5603,1137,32997,1419,3704,8097,14457,8554,1184,1516,1814,403,389,379,423,395,465,23604,19595,43199,3550308,20,35061,3515,35,3,SAO PAULO,RM SAO PAULO,SAO PAULO,3550308005050,SAO PAULO,REGIAO SUDESTE,2.59,94.65,61.97,5.35,20.63,27.21,13.81,23.09,4.55,10.45,21.95,8.59,11194.4,-999.99,-999.99,12.78,13.15,5.99,-999.99,10.04,6.76,-999.99,-999.99,7.79,-999.99,-999.99,1.65,9.44,63.92,1.31,-999.99,7.85,2.01,17.71,8.49,0.07,7.94,12.97,2.63,76.38,11.86,3.28,8.57,18.74,33.47,19.8,2.74,3.51,4.2,0.93,0.9,0.88,0.98,0.91,1.08,2.369903
METROPOLITANA DE SAO PAULO,60,160,565964,30,188,60,455,681,2816,4219,4150,4218,3,1184,4227,3899,433,0,3796,4230,4230,4230,15181,-999999,-999999,12503,17,7584,114,1370,6096,64,422,1530,4436,3339,904,1239,1574,283,287,277,286,262,278,7555,7626,15181,3523107,20,35062,3515,35,3,ITAQUAQUECETUBA,RM SAO PAULO,MOGI DAS CRUZES,3523107005010,SAO PAULO,REGIAO SUDESTE,3.59,80.01,59.98,19.99,-999.99,-999.99,-999.99,24.6,30.41,43.7,2.73,0.76,1391.85,-999.99,-999.99,6.47,6.01,-999.99,-999.99,-999.99,16.63,-999.99,15.91,33.23,-999.99,-999.99,-999.99,35.71,47.83,-999.99,-999.99,11.62,5.3,32.98,15.73,0.11,49.96,0.75,9.02,40.16,3.2,0.42,2.78,10.08,29.22,21.99,5.95,8.16,10.37,1.86,1.89,1.82,1.88,1.73,1.83,7.286022
METROPOLITANA DE SAO PAULO,61,158,565843,115,236,20,683,156,3484,4624,4622,4692,2,3715,4692,4621,2,83,4609,4694,4694,4743,17012,-999999,-999999,14512,15,8565,123,1083,7293,84,427,1861,5037,3913,984,1418,1648,314,292,304,295,259,243,8475,8604,17079,3523107,20,35062,3515,35,3,ITAQUAQUECETUBA,RM SAO PAULO,MOGI DAS CRUZES,3523107005010,SAO PAULO,REGIAO SUDESTE,3.62,88.54,58.81,11.46,-999.99,-999.99,-999.99,29.13,31.87,35.6,3.35,0.94,1709.68,-999.99,-999.99,5.47,5.72,4.16,-999.99,-999.99,19.42,-999.99,8.73,29.92,-999.99,-999.99,2.82,32.74,50.16,-999.99,-999.99,12.12,5.7,30.33,14.63,0.09,50.15,0.72,6.34,42.7,2.99,0.49,2.5,10.9,29.49,22.91,5.76,8.3,9.65,1.84,1.71,1.78,1.73,1.52,1.42,3.234631
METROPOLITANA DE SAO PAULO,66,117,559053,1214,931,95,2387,2434,8890,15917,15854,15701,10,11971,15941,15367,1757,20,13952,15951,15951,16183,56863,836,-999999,47818,87,28474,546,4852,23027,259,1382,5408,17451,12808,3497,4945,5532,1051,1000,970,933,894,916,29185,27951,57136,3518800,20,35059,3515,35,3,GUARULHOS,RM SAO PAULO,GUARULHOS,3518800005020,SAO PAULO,REGIAO SUDESTE,3.56,87.2,59.63,12.8,-999.99,-999.99,1.8,28.36,36.87,31.86,3.19,0.91,1628.29,20.19,-999.99,5.76,6.11,3.54,-999.99,1.09,14.72,2.43,12.49,29.64,1.59,2.25,3.83,33.47,50.73,-999.99,-999.99,11.09,7.26,37.16,11.17,0.15,49.84,0.96,8.49,40.3,2.87,0.45,2.42,9.47,30.54,22.42,6.12,8.65,9.68,1.84,1.75,1.7,1.63,1.56,1.6,11.763912
METROPOLITANA DE SAO PAULO,103,611,73052,186,484,177,1401,89,6156,8486,8307,8466,5,4366,8488,6610,31,3,8450,8545,8545,8585,29501,711,-999999,24898,15,15299,220,2463,11370,151,788,3240,8569,6703,1783,2464,2803,552,500,456,414,472,472,14821,14739,29560,3550308,20,35061,3515,35,3,SAO PAULO,RM SAO PAULO,SAO PAULO,3550308005300,SAO PAULO,REGIAO SUDESTE,3.45,91.21,58.99,8.79,-999.99,-999.99,2.15,29.9,37.29,30.46,3.18,0.92,1619.62,36.65,-999.99,5.95,6.03,2.48,-999.99,-999.99,11.77,2.35,8.31,22.43,1.91,-999.99,2.99,25.42,58.18,-999.99,-999.99,11.6,5.49,32.32,7.24,0.05,51.76,0.74,8.33,38.46,3.18,0.51,2.67,10.96,28.99,22.68,6.03,8.34,9.48,1.87,1.69,1.54,1.4,1.6,1.6,63.342144
METROPOLITANA DE SAO PAULO,104,287,269685,41,385,57,1699,1229,8019,11427,11397,11375,5,11191,11425,11150,2865,918,7606,11430,11430,11453,37336,-999999,-999999,33966,22,8354,628,1144,27199,323,1652,5864,12415,7715,1699,2246,2581,469,489,461,503,442,500,19365,17994,37359,3548708,20,35061,3515,35,3,SAO BERNARDO DO CAMPO,RM SAO PAULO,SAO PAULO,3548708005010,SAO PAULO,REGIAO SUDESTE,3.27,92.65,62.28,7.35,3.79,9.89,15.96,39.41,19.66,11.29,9.4,2.89,4792.64,-999.99,-999.99,9.47,10.05,4.33,-999.99,6.03,13.32,-999.99,3.08,17.6,-999.99,2.33,3.45,21.05,63.19,-999.99,-999.99,4.33,3.74,25.02,10.94,0.06,22.36,1.68,3.06,72.8,5.29,0.86,4.42,15.7,33.23,20.65,4.55,6.01,6.91,1.26,1.31,1.23,1.35,1.18,1.34,12.888888
METROPOLITANA DE SAO PAULO,68,126,521518,1556,1224,38,1119,346,5302,9571,9554,9129,15,6446,9570,9049,16,8,9168,9585,9585,9639,35018,-999999,-999999,28728,33,17204,150,2707,14037,125,721,3066,10508,7404,2129,3244,3965,748,618,666,624,614,644,17673,17403,35076,3518800,20,35059,3515,35,3,GUARULHOS,RM SAO PAULO,GUARULHOS,3518800005030,SAO PAULO,REGIAO SUDESTE,3.65,84.18,61.33,15.82,-999.99,-999.99,-999.99,25.45,35.18,38.29,3.21,0.88,1636.45,-999.99,-999.99,5.71,5.9,3.71,-999.99,-999.99,14.84,2.51,14.21,31.57,-999.99,-999.99,1.77,33.34,46.24,-999.99,-999.99,15.25,5.36,33.27,11.56,0.09,49.05,0.43,7.72,40.02,2.41,0.36,2.06,8.74,29.96,21.11,6.07,9.25,11.3,2.13,1.76,1.9,1.78,1.75,1.84,5.049319
METROPOLITANA DE SAO PAULO,69,124,516440,162,438,100,958,192,6420,8251,8177,8238,7,5816,8263,7944,24,2,8225,8270,8270,8279,30993,-999999,-999999,25857,10,14823,103,2238,13836,110,763,2997,9184,6577,1997,2870,3284,601,618,542,478,484,505,15594,15416,31010,3518800,20,35059,3515,35,3,GUARULHOS,RM SAO PAULO,GUARULHOS,3518800005030,SAO PAULO,REGIAO SUDESTE,3.75,89.18,56.57,10.82,-999.99,-999.99,-999.99,22.46,33.74,42.48,2.92,0.78,1491.17,-999.99,-999.99,6.2,6.05,3.75,-999.99,-999.99,17.19,2.85,13.61,33.65,2.04,-999.99,2.59,36.25,46.02,-999.99,-999.99,11.89,5.56,25.67,9.33,0.03,47.8,0.33,7.22,44.62,2.82,0.35,2.46,9.66,29.62,21.21,6.44,9.26,10.59,1.94,1.99,1.75,1.54,1.56,1.63,47.860855
METROPOLITANA DE SAO PAULO,70,172,530136,20,490,639,1130,230,6147,8630,8132,8611,18,2217,8638,5303,74,290,8285,8664,8664,8755,31293,-999999,-999999,27713,17,8104,233,1487,20664,265,1501,4489,9741,5662,1849,2683,2894,479,414,361,395,359,334,15060,16388,31448,3528502,20,35058,3515,35,3,MAIRIPORA,RM SAO PAULO,FRANCO DA ROCHA,3528502003000,SAO PAULO,REGIAO SUDESTE,3.61,94.63,50.8,5.37,1.65,3.22,5.49,26.43,33.14,29.62,5.19,1.46,2648.13,-999.99,-999.99,7,6.77,3.48,-999.99,2.22,15.49,-999.99,5.94,22.14,-999.99,-999.99,1.76,23.9,63.4,-999.99,-999.99,6.25,1.68,15.02,10.45,0.05,25.77,0.74,4.73,65.71,5.62,0.84,4.77,14.27,30.97,18,5.88,8.53,9.2,1.52,1.32,1.15,1.26,1.14,1.06,217.176392
METROPOLITANA DE SAO PAULO,75,133,33518,42,314,135,938,92,4766,6283,6254,6280,1,840,6286,5776,15,5,6265,6287,6287,6291,22449,-999999,-999999,19221,9,10941,154,1495,9858,143,712,2698,6648,5002,1323,1801,2009,377,353,360,333,341,361,11335,11126,22461,3522208,20,35060,3515,35,3,ITAPECERICA DA SERRA,RM SAO PAULO,ITAPECERICA DA SERRA,3522208003010,SAO PAULO,REGIAO SUDESTE,3.57,90.05,58.48,9.95,-999.99,-999.99,2.2,28.73,39.87,28.82,3.3,0.92,1681.13,-999.99,-999.99,6.23,6.47,2.7,-999.99,-999.99,12.16,2.99,9.74,24.89,-999.99,-999.99,2.01,26.9,61.06,-999.99,-999.99,7.38,3.59,27.81,10.97,0.04,48.71,0.69,6.66,43.89,3.81,0.64,3.17,12.01,29.6,22.27,5.89,8.02,8.94,1.68,1.57,1.6,1.48,1.52,1.61,25.290079
METROPOLITANA DE SAO PAULO,76,77,33461,45,435,228,1341,219,4462,6720,6637,6718,0,3248,6730,5919,9,348,6367,6730,6730,6904,22813,-999999,-999999,20101,27,7681,281,1102,13910,270,1214,3057,6922,4761,1159,1752,1935,353,343,325,326,312,272,11677,11324,23001,3515103,20,35060,3515,35,3,EMBU-GUACU,RM SAO PAULO,ITAPECERICA DA SERRA,3515103003000,SAO PAULO,REGIAO SUDESTE,3.39,91.36,59.15,8.64,2.37,2.08,3.82,37.07,33.96,19.9,5.65,1.72,2882.21,-999.99,-999.99,7.16,7.55,4.33,-999.99,-999.99,11.47,-999.99,7.46,20.52,-999.99,-999.99,3.02,23.54,57.63,-999.99,-999.99,10.73,2.45,21.87,13.16,0.12,33.39,1.22,4.79,60.48,6.45,1.17,5.28,13.29,30.09,20.7,5.04,7.62,8.41,1.53,1.49,1.41,1.42,1.36,1.18,34.434628
METROPOLITANA DE SAO PAULO,77,78,24901,55,414,180,1155,135,4912,6829,6823,6830,4,3080,6847,5926,0,13,6823,6851,6851,6942,23976,-999999,-999999,20792,30,8978,177,1408,13478,251,1219,3107,6786,5046,1412,1939,2118,401,396,352,371,330,343,12175,11896,24071,3515103,20,35060,3515,35,3,EMBU-GUACU,RM SAO PAULO,ITAPECERICA DA SERRA,3515103003000,SAO PAULO,REGIAO SUDESTE,3.5,90.42,56.48,9.58,-999.99,-999.99,2.93,28.18,37.4,30.28,3.44,1,1754.41,-999.99,-999.99,6.62,6.41,5.52,-999.99,-999.99,14.31,-999.99,5.38,20.87,2.92,1.94,4.86,25.73,55.31,-999.99,-999.99,11.66,2.15,19.82,10.81,0.12,37.3,0.74,5.85,55.99,6.11,1.04,5.06,12.91,28.19,20.96,5.87,8.06,8.8,1.67,1.65,1.46,1.54,1.37,1.42,29.737583
METROPOLITANA DE SAO PAULO,81,632,24616,1,283,130,1036,491,4265,6199,6178,6196,2,2654,6204,5499,0,275,5925,6206,6206,6209,21004,-999999,-999999,18570,13,6808,487,774,12931,206,970,2699,6794,4220,1063,1478,1732,328,318,303,318,298,286,10670,10343,21013,3556453,20,35060,3515,35,3,VARGEM GRANDE PAULISTA,RM SAO PAULO,ITAPECERICA DA SERRA,3556453003000,SAO PAULO,REGIAO SUDESTE,3.38,92.34,59.78,7.66,-999.99,4.06,8.58,36.38,30.34,18.86,6.69,1.98,3412.19,-999.99,-999.99,7.28,7.76,4.16,-999.99,5.85,14.16,2.71,7.83,24.7,-999.99,-999.99,-999.99,25.78,56.5,-999.99,-999.99,6.61,2.75,24.73,15.86,0.06,32.4,2.32,3.68,61.54,5.6,0.98,4.62,12.84,32.33,20.08,5.06,7.03,8.24,1.56,1.51,1.44,1.51,1.42,1.36,20.241367
METROPOLITANA DE SAO PAULO,82,40,24665,33,341,335,613,215,3548,5073,4975,5057,9,1738,5076,3352,226,79,4779,5085,5085,5229,17550,-999999,-999999,14988,14,6422,130,1170,8517,136,627,2032,5405,3690,1014,1444,1631,302,300,291,299,275,270,8814,8902,17716,3513009,20,35060,3515,35,3,COTIA,RM SAO PAULO,ITAPECERICA DA SERRA,3513009003010,SAO PAULO,REGIAO SUDESTE,3.45,89.85,61.42,10.15,-999.99,-999.99,3,28.1,28.11,36.9,3.91,1.16,1992.22,-999.99,-999.99,6.58,6.63,-999.99,-999.99,2.55,18.11,-999.99,11.7,30.76,-999.99,-999.99,-999.99,31.76,51.65,-999.99,-999.99,11.13,5.78,34.36,17.62,0.08,36.25,0.73,6.6,48.08,4.31,0.77,3.54,11.47,30.51,20.83,5.72,8.15,9.21,1.7,1.69,1.64,1.69,1.55,1.52,70.252579
METROPOLITANA DE SAO PAULO,83,633,24570,5,346,298,1233,256,4197,6324,6297,6309,10,3210,6325,5463,28,63,6234,6335,6335,6484,21802,-999999,-999999,19223,19,7641,457,1125,12742,249,1018,2800,6382,4947,1121,1597,1796,383,354,344,311,321,361,10985,10999,21984,3556453,20,35060,3515,35,3,VARGEM GRANDE PAULISTA,RM SAO PAULO,ITAPECERICA DA SERRA,3556453003000,SAO PAULO,REGIAO SUDESTE,3.44,93.06,61.31,6.94,-999.99,-999.99,3.38,42.15,34.25,18.15,4.1,1.22,2090.37,-999.99,-999.99,6.5,6.81,3.2,-999.99,-999.99,14.02,2.26,7.55,23.83,-999.99,-999.99,-999.99,25.48,64.9,-999.99,-999.99,4.07,2.58,18.32,12,0.09,34.76,2.08,5.12,57.96,5.76,1.13,4.63,12.74,29.03,22.5,5.1,7.26,8.17,1.74,1.61,1.56,1.41,1.46,1.64,22.3566
METROPOLITANA DE SAO PAULO,85,35,24737,37,335,41,1321,381,3463,5565,5558,5518,5,4104,5573,5510,172,195,5162,5578,5578,5608,18801,-999999,-999999,16375,18,8279,133,1227,9182,121,566,2231,5741,4417,1052,1413,1578,303,309,273,293,252,290,9614,9225,18839,3513009,20,35060,3515,35,3,COTIA,RM SAO PAULO,ITAPECERICA DA SERRA,3513009003000,SAO PAULO,REGIAO SUDESTE,3.37,91.2,66.39,8.8,-999.99,-999.99,4.27,40.69,35.84,16.59,4.62,1.38,2357.48,-999.99,-999.99,7.15,7.04,4.75,-999.99,-999.99,16.91,-999.99,5.68,24.23,-999.99,-999.99,2.42,26.65,56.58,-999.99,-999.99,9.56,5.62,32.34,13.66,0.1,43.95,0.71,6.51,48.74,3.65,0.64,3,11.84,30.47,23.45,5.58,7.5,8.38,1.61,1.64,1.45,1.56,1.34,1.54,5.459319
METROPOLITANA DE SAO PAULO,86,39,41928,26,369,116,1235,817,3615,6175,6165,6167,2,3596,6176,5991,320,778,5072,6178,6178,6315,20957,-999999,-999999,18390,22,7852,175,1322,11617,216,821,2559,6561,4589,1100,1591,1734,339,334,292,290,322,356,10889,10215,21104,3513009,20,35060,3515,35,3,COTIA,RM SAO PAULO,ITAPECERICA DA SERRA,3513009003010,SAO PAULO,REGIAO SUDESTE,3.39,92.59,65.86,7.41,-999.99,3.95,6.63,44.19,28.94,14.13,5.67,1.72,2891.74,-999.99,-999.99,8.11,8.24,4.45,-999.99,3.85,9.53,2.66,9.14,21.33,2.17,-999.99,2.59,23.92,57.05,-999.99,-999.99,10.64,-999.99,29.44,13.55,0.1,37.21,0.83,6.26,55.05,4.91,1.02,3.89,12.13,31.09,21.74,5.21,7.54,8.22,1.61,1.58,1.38,1.37,1.53,1.69,18.787762
METROPOLITANA DE SAO PAULO,87,132,33381,75,554,398,1054,194,3399,5666,5464,5653,7,1999,5667,3383,24,69,5576,5677,5677,8894,19286,-999999,-999999,19642,15,7334,296,1705,11524,170,779,2468,6918,6246,1014,1405,1715,315,311,272,283,300,303,9856,12648,22504,3522208,20,35060,3515,35,3,ITAPECERICA DA SERRA,RM SAO PAULO,ITAPECERICA DA SERRA,3522208003000,SAO PAULO,REGIAO SUDESTE,3.4,92.31,49.98,7.69,-999.99,-999.99,2.9,31.63,24.99,25.08,2.49,1.15,1271.2,-999.99,-999.99,6.66,6.4,2.26,-999.99,-999.99,8.82,2.08,5.21,16.12,-999.99,-999.99,-999.99,18.11,61.45,-999.99,-999.99,16.82,3.02,22.85,8.96,0.07,32.59,1.32,7.58,51.21,4.22,0.76,3.46,10.97,30.74,27.76,4.51,6.24,7.62,1.4,1.38,1.21,1.26,1.33,1.35,60.599846
METROPOLITANA DE SAO PAULO,88,148,139053,107,215,71,328,1372,2196,4263,4222,4267,10,1962,4279,3450,1161,2,3118,4289,4289,4295,15794,-999999,-999999,13277,14,7422,47,1159,7158,71,507,1577,4451,3403,1014,1410,1623,283,311,295,281,291,283,8045,7755,15800,3522505,20,35057,3515,35,3,ITAPEVI,RM SAO PAULO,OSASCO,3522505005010,SAO PAULO,REGIAO SUDESTE,3.68,87.63,58.79,12.37,-999.99,-999.99,-999.99,25.91,37.44,34.57,3.21,0.87,1638.7,-999.99,-999.99,6.62,6.48,-999.99,-999.99,-999.99,16.37,4.3,19.48,40.15,-999.99,-999.99,4.11,44.26,38.63,-999.99,-999.99,12.42,2.93,27.19,17.05,0.09,46.97,0.3,7.34,45.3,3.66,0.45,3.21,9.98,28.17,21.54,6.42,8.92,10.27,1.79,1.97,1.87,1.78,1.84,1.79,7.255733
METROPOLITANA DE SAO PAULO,89,147,139501,47,273,68,589,165,3440,4577,4502,4560,4,2420,4578,3848,79,7,4490,4582,4582,4590,15955,-999999,-999999,13712,0,7188,93,955,7723,119,590,1809,4736,3354,929,1346,1485,302,278,268,249,244,254,8042,7921,15963,3522505,20,35057,3515,35,3,ITAPEVI,RM SAO PAULO,OSASCO,3522505005010,SAO PAULO,REGIAO SUDESTE,3.48,87.39,59.32,12.61,-999.99,2.9,-999.99,25.43,37.51,30.51,4.12,1.18,2100.41,-999.99,-999.99,6.64,6.65,-999.99,-999.99,-999.99,19.64,-999.99,9.05,30.11,-999.99,-999.99,-999.99,32.9,46.6,-999.99,-999.99,15.97,3.66,28.13,11.3,0,45.03,0.58,5.98,48.38,4.44,0.75,3.7,11.33,29.67,21.01,5.82,8.43,9.3,1.89,1.74,1.68,1.56,1.53,1.59,23.323225
METROPOLITANA DE SAO PAULO,105,295,330839,20,440,30,2040,895,10895,14317,14288,14221,17,12162,14303,13796,1620,22,12617,14320,14320,14342,50328,461,-999999,43322,64,21887,366,3608,24444,173,1139,5185,15856,11641,2918,4076,4565,812,849,832,788,774,772,25458,24922,50380,3548708,20,35061,3515,35,3,SAO BERNARDO DO CAMPO,RM SAO PAULO,SAO PAULO,3548708005020,SAO PAULO,REGIAO SUDESTE,3.51,88.84,63.44,11.16,-999.99,1.24,3.86,32.49,36.8,25.09,4.95,1.41,2522.71,14.34,-999.99,6.6,6.55,4.79,-999.99,1.3,16.75,2.66,8.98,28.38,-999.99,0.93,1.4,29.78,55.46,-999.99,-999.99,7.81,5.99,36.57,8.73,0.13,43.44,0.73,7.16,48.52,2.6,0.34,2.26,10.29,31.47,23.11,5.79,8.09,9.06,1.61,1.69,1.65,1.56,1.54,1.53,13.539533
METROPOLITANA DE SAO PAULO,90,145,139251,109,237,19,565,132,3182,4233,4160,4222,7,3235,4237,4108,300,9,3921,4244,4244,4245,14977,-999999,-999999,12645,15,7243,50,1195,6475,78,435,1634,4354,3529,872,1250,1325,283,245,266,224,242,241,7578,7400,14978,3522505,20,35057,3515,35,3,ITAPEVI,RM SAO PAULO,OSASCO,3522505005010,SAO PAULO,REGIAO SUDESTE,3.53,88.98,53.81,11.02,-999.99,-999.99,-999.99,26.38,38.21,33.69,2.96,0.84,1511.57,-999.99,-999.99,5.75,5.86,3.46,-999.99,-999.99,20.18,-999.99,17.3,39.1,-999.99,-999.99,-999.99,40.18,41.26,-999.99,-999.99,13.27,3.61,26.82,9.38,0.1,48.36,0.33,7.98,43.23,3.43,0.52,2.9,10.91,29.07,23.56,5.82,8.35,8.85,1.89,1.64,1.78,1.5,1.62,1.61,2.126604
