nom_me,cartodb_id,data,id,d1_011,d1_010,d1_009,d1_008,d1_007,d1_006,d1_043,d1_035,d1_024,d1_023,d1_017,d1_016,d1_012,d1_005,d1_004,d1_003,ba_001,d1_002,d1_001,ba_002,ins020,ins015,p1_001,p3_006,p3_005,p3_004,p3_003,p3_002,p13_208,p13_207,p13_206,p13_205,p13_204,p13_203,p13_202,p13_201,p13_039,p13_038,p13_037,p13_036,p13_035,p13_022,p12_001,p11_001,p3_001,cod_mu,cod_rm,cod_mi,cod_me,cod_uf,cod_gr,nom_mu,nom_rm,nom_mi,codap,nom_uf,nom_gr,ba_003,mt008,mt007,mt006,ren105,ren104,ren103,ren102,ren101,ren016,ren004,ren003,ren002,ins037,ins032,ins002,ins001,re050,re047,re046,re104,re103,re102,re038,re101,re036,re032,re031,re030,re029,re028,re027,de024,de023,de020,p3_205,p3_204,p3_203,p3_202,p3_201,t_env,p13_222,p13_221,p13_220,p13_219,p13_218,p13_217,p13_216,p13_215,p13_214,p13_213,p13_212,p13_211,p13_210,p13_209,area
METROPOLITANA DE SAO PAULO,402,366,218967,37,238,127,2924,836,6606,10766,10766,10671,3,10732,10765,10747,6736,159,3778,10768,10768,10940,28968,-999999,-999999,27434,34,2867,780,728,24794,1339,3262,5597,8851,5466,831,1044,1275,218,266,258,264,245,287,15946,13257,29203,3550308,20,35061,3515,35,3,SAO PAULO,RM SAO PAULO,SAO PAULO,3550308005060,SAO PAULO,REGIAO SUDESTE,2.69,97.14,64.8,2.86,11.98,19.7,19.12,33.76,9.72,5.2,15,5.68,7648.2,-999.99,-999.99,10.96,11.86,3.28,-999.99,9.98,3.95,-999.99,-999.99,5.76,2.29,2.13,4.42,10.18,68.55,-999.99,-999.99,5.71,-999.99,18.91,8.33,0.12,9.82,2.67,2.49,84.9,15.76,4.59,11.17,19.17,30.31,18.72,2.85,3.57,4.37,0.75,0.91,0.88,0.9,0.84,0.98,6.284441
METROPOLITANA DE SAO PAULO,403,322,397325,46,322,306,7889,1417,7061,17031,17037,15905,14,17010,17027,17029,15320,66,642,17041,17041,17683,36880,-999999,-999999,35574,71,7785,1100,1914,26971,1081,3067,6448,12566,9342,997,1204,1424,244,300,250,273,300,345,20031,17810,37841,3550308,20,35061,3515,35,3,SAO PAULO,RM SAO PAULO,SAO PAULO,3550308005010,SAO PAULO,REGIAO SUDESTE,2.16,95.39,70.11,4.61,6.57,12.99,15.89,40.2,10.38,11.6,8.71,4.21,4443.73,-999.99,-999.99,10.58,10.78,7.88,-999.99,8.03,8.11,-999.99,2.44,11.72,-999.99,-999.99,2.1,13.82,58.89,1.91,-999.99,8.4,5.91,31.16,11.55,0.19,20.57,2.91,5.06,71.27,10.96,2.86,8.1,17.04,33.21,24.69,2.63,3.18,3.76,0.64,0.79,0.66,0.72,0.79,0.91,1.417976
METROPOLITANA DE SAO PAULO,405,321,214136,24,315,350,4934,538,7119,13280,13280,13227,0,13270,13280,13277,12247,30,966,13280,13280,13398,28261,-999999,-999999,27354,12,2475,966,717,24215,1237,2740,5119,8836,7456,589,710,772,161,159,132,135,145,194,15197,13188,28385,3550308,20,35061,3515,35,3,SAO PAULO,RM SAO PAULO,SAO PAULO,3550308005010,SAO PAULO,REGIAO SUDESTE,2.13,95.97,67.62,4.03,28.75,25.74,15.17,20.29,3.48,6.16,22.21,10.92,11327.6,-999.99,-999.99,13.38,13.68,12.25,-999.99,7.36,4.45,-999.99,-999.99,5.42,-999.99,-999.99,-999.99,6.83,58.01,2.46,-999.99,10.65,2.9,26.5,11.08,0.04,8.72,3.4,2.53,85.31,14.01,4.36,9.65,18.03,31.13,26.27,2.08,2.5,2.72,0.57,0.56,0.47,0.48,0.51,0.68,2.767592
METROPOLITANA DE SAO PAULO,406,476,274030,65,944,60,3209,139,6834,11244,11190,10665,4,8429,11247,11237,41,250,10391,11251,11251,11255,38780,530,-999999,32877,36,19560,259,3665,15268,194,1307,4248,11587,9167,2253,3026,3391,633,597,562,607,599,617,20184,18604,38788,3550308,20,35061,3515,35,3,SAO PAULO,RM SAO PAULO,SAO PAULO,3550308005170,SAO PAULO,REGIAO SUDESTE,3.45,88.27,61.1,11.73,-999.99,-999.99,1.47,28.23,38.1,31.37,3.17,0.92,1614.87,20.58,-999.99,6.05,6.13,3.02,-999.99,1.67,15.41,2.79,5.86,24.05,-999.99,-999.99,-999.99,24.97,59.43,-999.99,-999.99,10.21,5.93,31.25,6.98,0.09,50.43,0.67,9.45,39.36,3.87,0.5,3.37,10.95,29.87,23.63,5.81,7.8,8.74,1.63,1.54,1.45,1.56,1.54,1.59,1.356775
METROPOLITANA DE SAO PAULO,408,522,273949,96,587,23,2452,84,8751,11987,11802,11890,11,10023,11982,11976,121,26,11758,11993,11993,11993,41407,561,-999999,35258,15,20176,272,3301,17643,206,1235,4430,12659,9565,2281,3239,3641,751,675,700,692,658,675,21237,20170,41407,3550308,20,35061,3515,35,3,SAO PAULO,RM SAO PAULO,SAO PAULO,3550308005210,SAO PAULO,REGIAO SUDESTE,3.45,90.2,55.01,9.8,-999.99,-999.99,1.54,31,28.67,38.55,2.89,0.84,1473.86,21.4,-999.99,6.5,5.9,2.32,-999.99,-999.99,10.73,1.67,11.46,23.86,1.48,1.66,3.14,27,60.95,-999.99,-999.99,8.56,8.82,35.17,9.25,0.04,48.73,0.66,7.97,42.61,3.48,0.5,2.98,10.7,30.57,23.1,5.51,7.82,8.79,1.81,1.63,1.69,1.67,1.59,1.63,1.673314
METROPOLITANA DE SAO PAULO,589,56,288057,16,373,12,1301,440,3542,5684,5682,5618,8,5507,5676,5663,648,62,4923,5684,5684,5686,18791,-999999,-999999,16372,11,7947,143,1838,8847,180,891,2415,5912,4133,935,1231,1506,279,288,260,260,244,261,9720,9075,18795,3513801,20,35061,3515,35,3,DIADEMA,RM SAO PAULO,SAO PAULO,3513801005020,SAO PAULO,REGIAO SUDESTE,3.31,88.96,62.56,11.04,-999.99,2.43,5.18,40.75,28.26,23.12,4.46,1.35,2272.15,-999.99,-999.99,6.7,7.06,4.44,-999.99,3.28,16.47,-999.99,5.23,23.73,-999.99,-999.99,-999.99,25.12,54.49,-999.99,-999.99,11.98,2.69,27.59,9.22,0.06,42.28,0.76,9.78,47.07,5.7,0.96,4.74,12.85,31.46,21.99,4.97,6.55,8.01,1.48,1.53,1.38,1.38,1.3,1.39,0.952653
METROPOLITANA DE SAO PAULO,409,523,273874,51,467,36,1898,69,7345,9854,9865,9800,3,7766,9863,9702,319,16,9474,9869,9869,9872,34079,467,-999999,29502,20,15189,203,3070,15595,177,976,3754,10644,7638,2013,2702,2992,560,587,522,477,510,525,17404,16682,34086,3550308,20,35061,3515,35,3,SAO PAULO,RM SAO PAULO,SAO PAULO,3550308005220,SAO PAULO,REGIAO SUDESTE,3.45,88.38,50.72,11.62,-999.99,-999.99,1.99,27.35,28.92,41.12,2.97,0.86,1515.82,21.62,-999.99,6.3,6.26,3.79,-999.99,2.03,13.3,-999.99,11.05,25.45,-999.99,1.42,2.4,27.85,59.25,-999.99,-999.99,5.91,4.67,26.31,7.7,0.06,44.56,0.6,9.01,45.75,3.38,0.52,2.86,11.01,31.23,22.41,5.91,7.93,8.78,1.64,1.72,1.53,1.4,1.5,1.54,3.037878
METROPOLITANA DE SAO PAULO,410,475,121703,128,869,35,3260,724,7158,12172,12083,11903,8,10494,12166,12168,822,733,10375,12174,12174,12177,40203,-999999,-999999,34467,29,18047,256,3412,18463,339,1853,5067,12388,9006,2049,2675,3289,583,627,600,533,591,607,21025,19182,40207,3550308,20,35061,3515,35,3,SAO PAULO,RM SAO PAULO,SAO PAULO,3550308005170,SAO PAULO,REGIAO SUDESTE,3.3,89.36,60.63,10.64,-999.99,-999.99,2.36,38.32,31.48,26.55,4.08,1.24,2081.6,-999.99,-999.99,6.07,6.48,5.35,-999.99,2.28,12.37,2.24,4.72,19.33,-999.99,-999.99,1.59,20.92,63.18,-999.99,-999.99,7.45,6.69,29.91,8.57,0.07,44.89,0.64,8.49,45.92,5.45,0.84,4.61,12.6,30.81,22.4,5.1,6.65,8.18,1.45,1.56,1.49,1.33,1.47,1.51,1.576578
METROPOLITANA DE SAO PAULO,411,478,117818,268,363,29,2188,1450,6379,10674,10676,10485,4,9434,10673,10670,3001,404,7105,10681,10681,10697,32865,-999999,-999999,29805,47,8644,712,1740,21725,514,2106,4976,10843,6697,1310,1843,2153,366,420,401,390,406,443,17504,15381,32885,3550308,20,35061,3515,35,3,SAO PAULO,RM SAO PAULO,SAO PAULO,3550308005170,SAO PAULO,REGIAO SUDESTE,3.08,92.35,60.15,7.65,1.96,9.87,16.7,40.18,14.2,17.04,7.43,2.42,3787.76,-999.99,-999.99,8.45,9.51,5.76,-999.99,6.8,8.89,-999.99,2.48,11.82,2.15,-999.99,3.48,15.29,63.96,-999.99,-999.99,6.26,2.67,20.97,8.46,0.14,26.29,2.17,5.29,66.06,7.97,1.56,6.4,15.13,32.97,20.36,3.98,5.6,6.55,1.11,1.28,1.22,1.19,1.23,1.35,2.784739
METROPOLITANA DE SAO PAULO,434,9,155539,29,1013,29,2074,565,3587,7295,7294,7236,6,6605,7291,7279,635,6,6612,7297,7297,7297,25142,-999999,-999999,21497,20,10376,243,1941,11598,127,656,2751,7526,5984,1469,1946,2267,411,449,374,407,381,394,12812,12330,25142,3505708,20,35057,3515,35,3,BARUERI,RM SAO PAULO,OSASCO,3505708005010,SAO PAULO,REGIAO SUDESTE,3.45,90.32,61.71,9.68,-999.99,-999.99,4.18,37.48,29.52,27.94,3.87,1.12,1975.86,-999.99,-999.99,7.03,7.42,4,-999.99,-999.99,15.83,-999.99,12.69,29.85,-999.99,-999.99,2.29,32.14,49.58,-999.99,-999.99,13.09,7.29,37.72,10.9,0.08,41.27,0.97,7.72,46.13,3.11,0.51,2.61,10.94,29.93,23.8,5.84,7.74,9.02,1.63,1.79,1.49,1.62,1.52,1.57,1.084959
METROPOLITANA DE SAO PAULO,412,479,117654,77,301,47,1904,1298,6409,10036,10035,9988,2,9900,10034,9979,4405,191,5401,10039,10039,10067,29521,-999999,-999999,27374,22,4277,1075,1177,23015,718,2512,4940,10108,5286,1050,1401,1605,328,303,324,354,310,327,15882,13693,29575,3550308,20,35061,3515,35,3,SAO PAULO,RM SAO PAULO,SAO PAULO,3550308005170,SAO PAULO,REGIAO SUDESTE,2.94,95.72,64.01,4.28,8.24,17.93,21.07,38.36,8.56,5.73,13.52,4.62,6897.04,-999.99,-999.99,10.23,11.12,4.33,-999.99,10.33,6.59,-999.99,4.27,11.97,1.87,-999.99,3.1,15.07,64.27,-999.99,-999.99,4.17,-999.99,14.53,5.87,0.07,14.46,3.63,3.98,77.82,10.92,2.43,8.49,16.7,34.18,17.87,3.55,4.74,5.43,1.11,1.02,1.1,1.2,1.05,1.11,7.175763
METROPOLITANA DE SAO PAULO,435,165,149881,10,376,10,1231,96,2893,4616,4616,4609,0,4420,4616,4586,123,2,4491,4616,4616,4618,15035,-999999,-999999,13039,13,6006,82,1092,7825,106,582,1869,4525,3612,784,1043,1189,209,234,224,220,231,209,7744,7293,15037,3525003,20,35057,3515,35,3,JANDIRA,RM SAO PAULO,OSASCO,3525003003000,SAO PAULO,REGIAO SUDESTE,3.26,92.2,66.69,7.8,-999.99,-999.99,5.14,47.25,29.69,16.44,4.42,1.36,2252.42,-999.99,-999.99,7.16,7.29,-999.99,-999.99,-999.99,18.96,-999.99,13.01,33.59,-999.99,-999.99,4.44,38.03,41.91,-999.99,-999.99,15.53,4.75,31.81,10.49,0.09,39.94,0.55,7.26,52.04,4.58,0.7,3.87,12.43,30.09,24.02,5.21,6.94,7.91,1.39,1.56,1.49,1.46,1.54,1.39,0.803616
METROPOLITANA DE SAO PAULO,413,480,117739,39,391,98,2401,1365,8605,12899,12896,12765,2,12589,12897,12838,7366,177,5230,12899,12899,12906,38246,-999999,-999999,35593,12,5485,1420,1140,30196,720,2775,6762,12901,7031,1460,1966,2217,412,423,376,433,399,378,20433,17820,38253,3550308,20,35061,3515,35,3,SAO PAULO,RM SAO PAULO,SAO PAULO,3550308005170,SAO PAULO,REGIAO SUDESTE,2.97,94.53,63.97,5.47,12.25,22.89,22.42,26.82,5.27,10.33,15.75,5.34,8034.9,-999.99,-999.99,11.27,12.01,3.32,-999.99,9.41,8.75,-999.99,-999.99,10.23,1.84,-999.99,2.93,13.16,64.51,-999.99,-999.99,8.44,-999.99,20.01,6.5,0.03,14.34,3.71,2.98,78.94,9.14,1.88,7.25,17.68,33.73,18.38,3.82,5.14,5.8,1.08,1.11,0.98,1.13,1.04,0.99,3.041467
METROPOLITANA DE SAO PAULO,414,473,278660,119,660,57,3743,310,9757,14638,14586,14086,10,13024,14636,14621,1000,711,12397,14646,14646,14647,48989,574,-999999,41444,65,22982,481,4997,20465,369,1867,5716,14679,11654,2585,3609,3980,784,766,774,781,711,715,25661,23329,48990,3550308,20,35061,3515,35,3,SAO PAULO,RM SAO PAULO,SAO PAULO,3550308005170,SAO PAULO,REGIAO SUDESTE,3.34,91.85,64.81,8.15,-999.99,1.09,4.94,37.4,30.7,24.95,4.66,1.39,2375.05,20.89,-999.99,6.26,6.63,2.59,-999.99,2.21,11.54,2.23,8.38,22.15,1.08,1.09,2.18,24.33,59.99,-999.99,-999.99,10.26,7.13,32.3,8.49,0.13,46.91,0.98,10.2,41.77,4.56,0.75,3.81,11.67,29.96,23.79,5.28,7.37,8.12,1.6,1.56,1.58,1.59,1.45,1.46,1.637722
METROPOLITANA DE SAO PAULO,415,481,126404,59,209,128,1769,907,6502,9574,9570,9548,0,9443,9574,9544,4643,842,4065,9580,9580,10004,27609,-999999,-999999,26073,16,2085,1179,446,24291,1194,2947,5259,8910,4381,881,1238,1460,305,309,305,267,288,273,15039,13007,28046,3550308,20,35061,3515,35,3,SAO PAULO,RM SAO PAULO,SAO PAULO,3550308005170,SAO PAULO,REGIAO SUDESTE,2.88,96.87,63.53,3.13,27.74,26.25,14.06,20.19,5.08,5.17,23.84,8.83,12158,-999.99,-999.99,13.15,13.8,7.73,-999.99,7.39,4.65,-999.99,-999.99,6.07,5.92,-999.99,6.97,13.04,61.88,-999.99,-999.99,7.12,-999.99,22.72,7.64,0.06,7.43,4.2,1.59,86.61,14.77,4.26,10.51,18.75,31.77,15.62,3.14,4.41,5.21,1.09,1.1,1.09,0.95,1.03,0.97,7.025408
METROPOLITANA DE SAO PAULO,426,142,149740,17,381,16,645,301,3147,4498,4496,4453,1,3142,4506,4423,5,11,4448,4507,4507,4513,16142,-999999,-999999,13645,7,7840,58,1616,6632,56,434,1692,4659,3770,993,1384,1560,274,291,258,283,240,259,8148,8005,16153,3522505,20,35057,3515,35,3,ITAPEVI,RM SAO PAULO,OSASCO,3522505005010,SAO PAULO,REGIAO SUDESTE,3.58,90.97,62.31,9.03,-999.99,-999.99,-999.99,30.72,39.46,28.12,3.29,0.92,1679.76,-999.99,-999.99,5.88,6.08,4.84,-999.99,-999.99,14.67,-999.99,14.79,30.95,-999.99,-999.99,-999.99,33.43,48.62,-999.99,-999.99,11.78,3.7,27.48,12.33,0.04,48.54,0.36,10,41.06,3.03,0.35,2.69,10.47,28.84,23.34,6.15,8.57,9.66,1.7,1.8,1.6,1.75,1.49,1.6,2.466714
METROPOLITANA DE SAO PAULO,416,361,209558,30,257,190,2300,278,6052,9107,9104,9042,0,9045,9107,9091,5301,406,3339,9107,9107,9274,23327,-999999,-999999,22183,5,1959,960,583,19990,1493,2781,4388,7211,4031,630,838,985,190,180,171,196,213,190,12968,10529,23497,3550308,20,35061,3515,35,3,SAO PAULO,RM SAO PAULO,SAO PAULO,3550308005050,SAO PAULO,REGIAO SUDESTE,2.56,95.87,66.3,4.13,32.98,27.57,14.52,15.75,-999.99,6.81,37.83,15.86,19292.2,-999.99,-999.99,12.99,13.4,12.24,-999.99,4.77,3.9,-999.99,-999.99,5.92,-999.99,-999.99,-999.99,7.7,66.76,-999.99,-999.99,5.72,-999.99,19.87,8.05,0.02,8.34,4.09,2.48,85.07,18.19,6.35,11.84,18.67,30.69,17.16,2.68,3.57,4.19,0.81,0.77,0.73,0.83,0.91,0.81,5.105416
METROPOLITANA DE SAO PAULO,417,359,209685,23,297,198,2556,404,6134,9612,9610,9610,0,9593,9612,9607,9206,22,383,9612,9612,9700,20839,-999999,-999999,19942,11,1067,441,263,19169,1170,2526,4222,6783,3662,423,526,649,138,149,176,163,199,165,11728,9223,20951,3550308,20,35061,3515,35,3,SAO PAULO,RM SAO PAULO,SAO PAULO,3550308005050,SAO PAULO,REGIAO SUDESTE,2.17,97.41,69.06,-999.99,41.88,26.29,15.9,8.78,-999.99,4.5,28.97,13.87,14774.7,-999.99,-999.99,14.09,14.49,9.68,-999.99,8.68,-999.99,-999.99,-999.99,2.22,-999.99,-999.99,-999.99,3.99,65.02,-999.99,-999.99,10.14,2.32,23.87,13.69,0.05,5.09,2.1,1.26,91.49,17.64,5.58,12.06,20.15,32.38,17.48,2.02,2.51,3.1,0.66,0.71,0.84,0.78,0.95,0.79,0.950098
METROPOLITANA DE SAO PAULO,421,144,139455,75,237,10,843,527,2560,4244,4246,4211,3,3315,4249,4205,365,13,3845,4252,4252,4258,14594,-999999,-999999,12330,11,6362,96,1403,6731,84,442,1492,4411,3333,820,1184,1370,281,253,222,216,256,239,7557,7046,14603,3522505,20,35057,3515,35,3,ITAPEVI,RM SAO PAULO,OSASCO,3522505005010,SAO PAULO,REGIAO SUDESTE,3.43,89.14,61.73,10.86,-999.99,-999.99,-999.99,35.74,35,25.89,3.68,1.07,1878.19,-999.99,-999.99,7.08,6.73,5.86,-999.99,-999.99,11.04,-999.99,13.37,26.25,-999.99,-999.99,-999.99,28.96,53.16,-999.99,-999.99,10.57,7.97,34.75,14.55,0.08,43.57,0.66,9.61,46.09,3.6,0.58,3.03,10.22,30.21,22.82,5.62,8.11,9.38,1.92,1.73,1.52,1.48,1.75,1.64,1.931002
METROPOLITANA DE SAO PAULO,422,137,139327,120,519,26,706,594,2334,4294,4289,4000,8,3363,4291,4250,51,71,3899,4299,4299,4301,14712,-999999,-999999,12646,2,4414,100,1199,6913,102,572,1620,4330,3367,839,1130,1331,223,249,240,246,225,241,7480,7235,14715,3522505,20,35057,3515,35,3,ITAPEVI,RM SAO PAULO,OSASCO,3522505005000,SAO PAULO,REGIAO SUDESTE,3.42,88.25,63.64,11.75,-999.99,-999.99,3.72,36.5,33.35,24.6,4.06,1.19,2068.91,-999.99,-999.99,7.1,7.56,4.54,-999.99,-999.99,11.45,-999.99,19.84,33.46,-999.99,-999.99,3.24,36.7,47.93,-999.99,-999.99,9.59,5.72,29.84,13.08,0.01,30,0.68,8.15,46.98,4.58,0.69,3.89,11.01,29.43,22.88,5.7,7.68,9.05,1.52,1.69,1.63,1.67,1.53,1.64,1.563092
METROPOLITANA DE SAO PAULO,428,166,149929,105,289,17,694,454,3032,4590,4580,4586,4,3207,4587,4539,261,90,4240,4591,4591,4594,15467,-999999,-999999,12990,15,7135,38,1178,7104,59,346,1684,4675,3631,895,1246,1384,267,253,242,245,254,289,7916,7554,15470,3525003,20,35057,3515,35,3,JANDIRA,RM SAO PAULO,OSASCO,3525003003000,SAO PAULO,REGIAO SUDESTE,3.37,91.57,66.34,8.43,-999.99,-999.99,-999.99,35.12,39.04,22.26,3.69,1.1,1882.77,-999.99,-999.99,6.41,6.53,3.05,-999.99,-999.99,15.81,-999.99,10.67,28.23,-999.99,-999.99,-999.99,29.79,53.67,-999.99,-999.99,12.22,6.11,36.24,14.17,0.1,46.12,0.25,7.61,45.92,2.62,0.38,2.24,10.89,30.22,23.47,5.79,8.05,8.95,1.73,1.64,1.56,1.58,1.64,1.87,2.76117
METROPOLITANA DE SAO PAULO,522,119,521327,99,921,77,2962,1426,8279,13751,13759,13590,8,13099,13756,13426,1313,10,12291,13764,13764,13780,46189,-999999,-999999,39971,30,20484,354,3267,22070,244,1492,5485,14638,10377,2466,3407,3907,735,733,713,659,636,713,23639,22566,46205,3518800,20,35059,3515,35,3,GUARULHOS,RM SAO PAULO,GUARULHOS,3518800005020,SAO PAULO,REGIAO SUDESTE,3.36,89.52,63.95,10.48,-999.99,1.18,2.51,44.07,31.55,20.63,4.04,1.21,2060.87,-999.99,-999.99,7.39,7.52,4.73,-999.99,1.97,14.62,1.27,7.76,23.65,1.2,2.78,3.98,27.63,54.4,-999.99,-999.99,10.89,4.41,34.03,10.13,0.06,44.33,0.77,7.07,47.77,3.76,0.53,3.23,11.87,31.68,22.46,5.34,7.37,8.46,1.59,1.59,1.54,1.43,1.38,1.54,4.938967
METROPOLITANA DE SAO PAULO,429,11,139555,58,1108,83,1476,250,4185,7159,7138,6926,6,6816,7154,7091,394,773,5783,7160,7160,7162,24228,-999999,-999999,21164,14,9346,190,1233,13435,216,920,2991,7292,5670,1304,1662,1962,384,375,324,381,345,405,12350,11881,24231,3505708,20,35057,3515,35,3,BARUERI,RM SAO PAULO,OSASCO,3505708005010,SAO PAULO,REGIAO SUDESTE,3.38,90.97,64.12,9.03,4.3,6.93,3.69,33.02,32.23,19.83,7.6,2.26,3878.4,-999.99,-999.99,6.78,7.57,3.63,-999.99,-999.99,15.8,-999.99,16.45,33.21,1.92,-999.99,2.62,35.83,48.08,-999.99,-999.99,11.16,4.77,25.12,12.84,0.06,38.57,0.78,5.09,55.45,4.69,0.89,3.8,12.34,30.09,23.4,5.38,6.86,8.1,1.58,1.55,1.34,1.57,1.42,1.67,17.938602
METROPOLITANA DE SAO PAULO,432,168,155639,73,610,69,2027,583,5417,8773,8771,8734,6,7825,8773,8736,635,8,8108,8779,8779,8804,28573,-999999,-999999,24874,37,10767,200,2146,15459,225,1118,3493,8797,6650,1427,2051,2255,472,418,434,423,372,478,14591,14022,28613,3525003,20,35057,3515,35,3,JANDIRA,RM SAO PAULO,OSASCO,3525003003000,SAO PAULO,REGIAO SUDESTE,3.25,91.96,64.82,8.04,-999.99,2.85,4.61,44.07,30.02,17.87,4.74,1.46,2418.75,-999.99,-999.99,6.96,7.53,4.3,-999.99,-999.99,18.18,1.65,12.98,32.8,-999.99,1.71,2.77,35.57,45.96,-999.99,-999.99,12.07,5.65,28.58,14.85,0.13,37.63,0.7,7.5,54.03,4.69,0.79,3.91,12.21,30.74,23.24,4.99,7.17,7.88,1.65,1.46,1.52,1.48,1.3,1.67,5.706485
METROPOLITANA DE SAO PAULO,437,254,181391,276,470,76,997,61,2801,4679,4675,4625,8,314,4673,4189,103,9,4536,4681,4681,4684,16075,-999999,-999999,13580,14,6704,143,1272,6998,79,541,1744,4641,3750,990,1336,1474,268,242,265,285,253,217,7999,8086,16085,3547304,20,35057,3515,35,3,SANTANA DE PARNAIBA,RM SAO PAULO,OSASCO,3547304003000,SAO PAULO,REGIAO SUDESTE,3.43,89.31,61.8,10.69,-999.99,-999.99,3.65,29.73,36.63,29.77,3.38,0.98,1723.39,-999.99,-999.99,4.69,5.8,3.67,-999.99,-999.99,8.8,-999.99,18.41,29.4,-999.99,-999.99,-999.99,31.55,45.51,-999.99,-999.99,17.03,6.21,30.25,11.13,0.09,41.68,0.89,7.91,43.51,3.85,0.49,3.36,10.84,28.85,23.31,6.15,8.31,9.16,1.67,1.5,1.65,1.77,1.57,1.35,7.120846
METROPOLITANA DE SAO PAULO,438,14,155921,65,439,121,897,533,2090,4145,4145,4070,0,3496,4145,4095,505,78,3498,4219,4219,4222,13763,-999999,-999999,12033,2,5237,64,680,7545,103,389,1448,4444,3081,697,1003,1122,201,223,212,195,176,236,7060,6716,13776,3505708,20,35057,3515,35,3,BARUERI,RM SAO PAULO,OSASCO,3505708005010,SAO PAULO,REGIAO SUDESTE,3.26,92.54,64.67,7.46,-999.99,-999.99,9.03,43.57,23.58,20.35,5.19,1.59,2644.72,-999.99,-999.99,8.31,8.13,4.26,-999.99,-999.99,14.85,3.41,11.74,30,-999.99,-999.99,-999.99,32.28,51.87,-999.99,-999.99,9.65,4.22,31.37,12.64,0.01,38.02,0.46,4.94,54.77,3.57,0.75,2.82,10.51,32.26,22.36,5.06,7.28,8.14,1.46,1.62,1.54,1.42,1.28,1.71,3.255734
METROPOLITANA DE SAO PAULO,439,12,155700,79,491,50,1227,351,2902,5097,5096,5082,4,4479,5096,5040,102,137,4848,5101,5101,5139,17107,-999999,-999999,14745,14,7014,121,1310,8683,123,599,1764,5478,3919,900,1357,1406,266,277,239,283,265,266,8705,8441,17146,3505708,20,35057,3515,35,3,BARUERI,RM SAO PAULO,OSASCO,3505708005010,SAO PAULO,REGIAO SUDESTE,3.35,90.95,61.61,9.05,-999.99,-999.99,4.58,38.02,34.23,20.81,4.39,1.32,2236.38,-999.99,-999.99,6.8,6.77,-999.99,-999.99,-999.99,17.12,-999.99,16.88,34.77,-999.99,-999.99,-999.99,36.5,50.56,-999.99,-999.99,8.53,5.95,24.94,10.52,0.08,40.91,0.71,7.64,50.64,4.21,0.72,3.49,10.29,31.95,22.86,5.25,7.91,8.2,1.55,1.62,1.39,1.65,1.55,1.55,4.023049
METROPOLITANA DE SAO PAULO,443,113,521250,74,879,133,2520,845,9610,14053,14030,13961,3,12688,14058,13727,645,31,13305,14061,14061,14100,48764,551,-999999,41745,29,22625,300,2925,22890,233,1438,5246,15197,10770,2825,4009,4420,855,778,749,756,774,763,24711,24102,48813,3518800,20,35059,3515,35,3,GUARULHOS,RM SAO PAULO,GUARULHOS,3518800005020,SAO PAULO,REGIAO SUDESTE,3.47,90.58,56.52,9.42,-999.99,-999.99,1.93,32.03,34.78,30.37,3.35,0.97,1710.71,18.84,-999.99,5.93,6.2,3.6,-999.99,-999.99,16.97,2.13,11.37,30.47,0.94,1.9,2.84,33.32,51.99,-999.99,-999.99,8.75,5.21,30.4,9.07,0.06,46.35,0.61,5.99,46.89,3.42,0.48,2.95,10.75,31.13,22.06,5.79,8.21,9.05,1.75,1.59,1.53,1.55,1.59,1.56,6.496479
METROPOLITANA DE SAO PAULO,469,115,516189,431,868,31,2367,1919,7018,12632,12604,12473,3,11472,12631,12608,932,457,11093,12634,12634,12639,42933,-999999,-999999,37212,53,17643,208,2923,22117,206,1290,5148,13790,9247,2299,3178,3696,746,705,733,621,649,636,22025,20919,42944,3518800,20,35059,3515,35,3,GUARULHOS,RM SAO PAULO,GUARULHOS,3518800005020,SAO PAULO,REGIAO SUDESTE,3.4,92.08,65.12,7.92,-999.99,1.44,6.29,44.74,26.38,20.94,4.61,1.36,2351.25,-999.99,-999.99,7.62,7.94,5.66,-999.99,2.41,14,1.89,11.64,27.53,-999.99,1.15,2.17,29.7,50.2,-999.99,-999.99,10.59,2.7,25.37,8.26,0.12,41.08,0.48,6.81,51.5,3.48,0.48,3,11.99,32.11,21.53,5.35,7.4,8.61,1.74,1.64,1.71,1.45,1.51,1.48,3.728615
METROPOLITANA DE SAO PAULO,444,114,516386,436,757,25,1482,747,9436,12868,12818,12775,8,9826,12875,12404,731,23,12041,12883,12883,12933,47340,729,461,39555,50,23013,328,3437,19503,182,1100,4376,14635,9913,2913,4228,4868,973,867,830,870,838,803,23892,23504,47396,3518800,20,35059,3515,35,3,GUARULHOS,RM SAO PAULO,GUARULHOS,3518800005020,SAO PAULO,REGIAO SUDESTE,3.67,87.23,58.38,12.77,-999.99,-999.99,1.11,27.22,38.31,32.57,3.27,0.89,1668.35,21.26,5.56,6.36,6.35,3.33,-999.99,0.97,14.74,2.44,10.91,28.09,1.27,-999.99,2.04,30.13,49.65,-999.99,-999.99,15.44,3.9,27.01,8.73,0.11,48.55,0.69,7.25,41.15,2.7,0.38,2.32,9.23,30.88,20.92,6.15,8.92,10.27,2.05,1.83,1.75,1.84,1.77,1.69,6.786112
